timestamp,latitude,longitude,crime_type,severity,resolved,incident_id,district,city
2025-04-30 20:28:12.551590,28.518828988810313,77.23515206095018,Theft,Medium,True,INC_000000,District_8,Delhi
2025-04-18 19:28:12.551590,28.672119724894547,77.22391243252828,Fraud,Medium,True,INC_000001,District_7,Delhi
2025-01-02 23:28:12.551590,28.665279450730768,77.17530774879366,Fraud,High,True,INC_000002,District_3,Delhi
2023-12-27 05:28:12.551590,28.53899080066773,77.24598096080649,Theft,High,True,INC_000003,District_8,Delhi
2024-12-31 22:28:12.551590,28.536778983486737,77.25477355026896,Vehicle Crime,High,True,INC_000004,District_1,Delhi
2024-10-20 16:28:12.551590,28.64206621169788,77.27232666453564,Vehicle Crime,Medium,False,INC_000005,District_3,Delhi
2024-12-03 20:28:12.551590,28.682261066955494,77.24054898978507,Assault,High,True,INC_000006,District_6,Delhi
2024-12-27 04:28:12.551590,28.54068643068504,77.2608202014756,Assault,Low,False,INC_000007,District_11,Delhi
2024-03-10 11:28:12.551590,28.51891703754962,77.25041224969743,Assault,High,True,INC_000008,District_6,Delhi
2024-03-20 05:28:12.551590,28.64634460163579,77.2713238044498,Fraud,Low,True,INC_000009,District_8,Delhi
2023-12-08 13:28:12.551590,28.66246909713569,77.16679639541096,Assault,Medium,True,INC_000010,District_6,Delhi
2024-05-17 06:28:12.551590,28.5867911310277,77.11189102524776,Fraud,Low,True,INC_000011,District_6,Delhi
2024-07-09 15:28:12.551590,28.634531089196688,77.263359684899,Vandalism,Low,True,INC_000012,District_10,Delhi
2024-05-24 18:28:12.551590,28.539318877809443,77.24497221871397,Assault,High,True,INC_000013,District_3,Delhi
2025-06-06 17:28:12.551590,28.531015674986268,77.23674661490634,Theft,Low,True,INC_000014,District_8,Delhi
2025-01-05 12:28:12.551590,28.53778736476154,77.2537283339576,Vandalism,High,False,INC_000015,District_2,Delhi
2025-05-18 08:28:12.551590,28.659059540819,77.16521932447644,Fraud,High,True,INC_000016,District_1,Delhi
2025-07-17 12:28:12.551590,28.5317111082121,77.23052761600492,Vehicle Crime,Low,True,INC_000017,District_4,Delhi
2025-01-01 07:28:12.551590,28.450525102515265,77.21512191659028,Vehicle Crime,Medium,False,INC_000018,District_4,Delhi
2023-12-30 07:28:12.551590,28.540783382660134,77.25199428886135,Theft,Medium,False,INC_000019,District_3,Delhi
2025-07-01 18:28:12.551590,28.599562137220264,77.12213936387903,Vandalism,Medium,True,INC_000020,District_11,Delhi
2025-06-18 19:28:12.551590,28.656838429382216,77.16492770270202,Fraud,Low,False,INC_000021,District_9,Delhi
2024-08-02 02:28:12.551590,28.43050620846939,77.41531353826882,Theft,Low,True,INC_000022,District_1,Delhi
2025-06-02 21:28:12.551590,28.625900811879383,77.2636399406167,Theft,Low,True,INC_000023,District_2,Delhi
2023-10-10 02:28:12.551590,28.752281657400818,77.36543710907128,Assault,High,True,INC_000024,District_11,Delhi
2024-12-17 20:28:12.551590,28.52509129550752,77.2462854341783,Fraud,High,True,INC_000025,District_11,Delhi
2024-04-18 06:28:12.551590,28.59689877210963,77.00246104831186,Burglary,Medium,True,INC_000026,District_6,Delhi
2023-12-14 22:28:12.551590,28.654223738931005,77.17163309924341,Assault,Low,True,INC_000027,District_8,Delhi
2024-12-11 21:28:12.551590,28.62790519731505,77.27109398464984,Assault,High,True,INC_000028,District_9,Delhi
2025-03-23 02:28:12.551590,28.5154956029729,77.24679282942154,Burglary,Low,True,INC_000029,District_3,Delhi
2023-12-22 04:28:12.551590,28.644754003125698,77.18411100375508,Theft,Low,True,INC_000030,District_4,Delhi
2024-05-05 11:28:12.551590,28.67338274793065,77.18991134629557,Burglary,High,False,INC_000031,District_8,Delhi
2024-06-27 13:28:12.551590,28.629894247462992,77.35352270688102,Assault,Low,True,INC_000032,District_6,Delhi
2023-11-13 14:28:12.551590,28.66282340351308,77.17991769447072,Burglary,Medium,True,INC_000033,District_7,Delhi
2025-03-12 06:28:12.551590,28.65297953071764,77.1744513720394,Theft,Low,True,INC_000034,District_5,Delhi
2025-06-27 10:28:12.551590,28.552774214877452,77.493361710561,Vehicle Crime,Medium,True,INC_000035,District_11,Delhi
2025-04-20 13:28:12.551590,28.534965298238095,77.2520109349459,Theft,High,True,INC_000036,District_3,Delhi
2025-01-18 20:28:12.551590,28.704977954878583,77.07303411376255,Fraud,High,True,INC_000037,District_6,Delhi
2024-12-29 14:28:12.551590,28.45352811563424,77.20393341791679,Vehicle Crime,Low,True,INC_000038,District_7,Delhi
2023-12-26 00:28:12.551590,28.637017103967718,77.2790222888698,Vehicle Crime,Medium,True,INC_000039,District_7,Delhi
2023-11-06 08:28:12.551590,28.549465258456948,77.24672847100938,Assault,High,True,INC_000040,District_10,Delhi
2025-06-08 18:28:12.551590,28.64911655012783,77.18618646229483,Theft,Low,False,INC_000041,District_2,Delhi
2024-10-09 00:28:12.551590,28.688830406245458,77.18542272364611,Burglary,Medium,False,INC_000042,District_7,Delhi
2024-01-18 09:28:12.551590,28.803448390119854,77.20752888379783,Vehicle Crime,High,True,INC_000043,District_4,Delhi
2024-08-26 21:28:12.551590,28.639142941113683,77.2330962681555,Burglary,Low,False,INC_000044,District_9,Delhi
2024-01-10 00:28:12.551590,28.846101912457687,77.12706433649508,Vehicle Crime,Low,True,INC_000045,District_5,Delhi
2025-05-26 00:28:12.551590,28.631772723294926,77.06751342841542,Theft,High,True,INC_000046,District_2,Delhi
2025-06-27 01:28:12.551590,28.611750304040267,77.2667745226982,Vandalism,Medium,True,INC_000047,District_8,Delhi
2024-11-05 16:28:12.551590,28.530143274844935,77.24915638488321,Theft,High,True,INC_000048,District_6,Delhi
2024-08-25 05:28:12.551590,28.527054523108177,77.08596833756879,Vandalism,Medium,True,INC_000049,District_4,Delhi
2024-09-05 10:28:12.551590,28.500676147868948,77.2895942397279,Theft,Low,True,INC_000050,District_2,Delhi
2024-08-16 16:28:12.551590,28.550087500738762,77.19867056658133,Fraud,Medium,True,INC_000051,District_4,Delhi
2024-12-05 14:28:12.551590,28.61169057754677,77.28237605841646,Theft,Low,False,INC_000052,District_7,Delhi
2024-02-14 21:28:12.551590,28.528750195153698,77.12752751869223,Theft,Low,False,INC_000053,District_7,Delhi
2023-11-23 20:28:12.551590,28.57345491933889,77.12033622969446,Assault,Medium,True,INC_000054,District_11,Delhi
2025-07-25 05:28:12.551590,28.527170739842795,77.24683572981418,Vandalism,Low,True,INC_000055,District_11,Delhi
2024-08-22 11:28:12.551590,28.515330297123032,77.24164759741818,Vandalism,High,True,INC_000056,District_11,Delhi
2025-04-07 08:28:12.551590,28.635488938155596,77.2754813111788,Vehicle Crime,Low,True,INC_000057,District_11,Delhi
2025-04-04 22:28:12.551590,28.778562424531103,77.07117292752254,Theft,High,True,INC_000058,District_9,Delhi
2025-08-03 16:28:12.551590,28.59691296795611,77.47923989755178,Burglary,High,False,INC_000059,District_11,Delhi
2024-11-14 02:28:12.551590,28.638439361509718,77.15606473823738,Assault,Low,True,INC_000060,District_10,Delhi
2024-12-14 22:28:12.551590,28.794685099376828,77.24818836680595,Burglary,Medium,True,INC_000061,District_2,Delhi
2023-12-09 20:28:12.551590,28.493083519229433,77.21582165136782,Vehicle Crime,High,False,INC_000062,District_2,Delhi
2024-11-17 01:28:12.551590,28.62224065357352,77.26983576897722,Theft,Medium,True,INC_000063,District_7,Delhi
2024-01-12 22:28:12.551590,28.63728228763147,77.26300596582114,Assault,Medium,True,INC_000064,District_11,Delhi
2023-09-09 07:28:12.551590,28.629053364508085,77.26296507502039,Vehicle Crime,Low,False,INC_000065,District_10,Delhi
2025-05-01 03:28:12.551590,28.49146762314738,77.23975256425055,Vehicle Crime,Medium,True,INC_000066,District_5,Delhi
2025-05-12 15:28:12.551590,28.658422660537262,77.17743995695989,Theft,Medium,True,INC_000067,District_5,Delhi
2023-09-17 23:28:12.551590,28.679503355671542,77.06178993830753,Assault,Medium,False,INC_000068,District_4,Delhi
2024-05-05 12:28:12.551590,28.534480939345965,77.25177148834771,Assault,Low,False,INC_000069,District_11,Delhi
2025-06-11 20:28:12.551590,28.634057794071374,77.27799645012314,Vandalism,Low,True,INC_000070,District_9,Delhi
2024-06-06 17:28:12.551590,28.66260428544087,77.165460872555,Theft,Medium,True,INC_000071,District_4,Delhi
2024-12-25 06:28:12.551590,28.677485823608666,77.16971770891237,Burglary,High,True,INC_000072,District_1,Delhi
2025-03-17 01:28:12.551590,28.43990784317575,77.06490803723246,Vandalism,High,False,INC_000073,District_11,Delhi
2023-12-06 23:28:12.551590,28.631799849223007,77.26256539015438,Vehicle Crime,High,True,INC_000074,District_11,Delhi
2025-04-08 20:28:12.551590,28.42860010298898,77.32792953994966,Assault,Low,True,INC_000075,District_5,Delhi
2024-08-02 08:28:12.551590,28.533435232561548,77.25998772470396,Theft,High,True,INC_000076,District_4,Delhi
2024-05-26 11:28:12.551590,28.66201311205441,77.18645531576198,Theft,Medium,True,INC_000077,District_10,Delhi
2025-04-26 19:28:12.551590,28.659064410129876,77.19402936798852,Theft,Medium,True,INC_000078,District_1,Delhi
2023-10-31 13:28:12.551590,28.63232596972002,77.16079066480953,Burglary,Low,True,INC_000079,District_6,Delhi
2024-12-02 11:28:12.551590,28.77006057049839,77.2907020644664,Burglary,Medium,True,INC_000080,District_4,Delhi
2023-09-02 04:28:12.551590,28.69856899152447,77.05753483014718,Vandalism,Medium,True,INC_000081,District_11,Delhi
2024-12-03 15:28:12.551590,28.707479112528976,77.08749459267224,Vandalism,Low,False,INC_000082,District_7,Delhi
2024-09-08 09:28:12.551590,28.633248324100723,77.26750214889452,Vandalism,Low,False,INC_000083,District_3,Delhi
2025-01-17 20:28:12.551590,28.66872399882654,77.18639914839319,Theft,Low,True,INC_000084,District_11,Delhi
2023-12-30 09:28:12.551590,28.550898906011795,77.25858257900447,Assault,High,True,INC_000085,District_7,Delhi
2024-07-24 18:28:12.551590,28.63304037977769,77.2585402556014,Fraud,Medium,True,INC_000086,District_11,Delhi
2024-09-02 23:28:12.551590,28.659566742614974,77.18447966036393,Assault,Low,True,INC_000087,District_7,Delhi
2024-05-18 00:28:12.551590,28.491256011340063,77.19776971867958,Vandalism,High,True,INC_000088,District_7,Delhi
2023-11-29 20:28:12.551590,28.526908358814648,77.25507673536922,Vandalism,High,False,INC_000089,District_8,Delhi
